tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2026-2791,Nonthaburi 1,Hard,32,C,O,20260105,5,B0BU,,,Florent Bax,R,185,FRA,,281,187,CH27,,,Hyeon Chung,R,188,KOR,,361,134,3-6 7-6(5) 6-3,3,R32,193,8,3,128,63,43,34,16,6,9,1,11,99,57,41,22,14,7,9
2026-2791,Nonthaburi 1,Hard,32,C,O,20260105,6,C0I4,,,Tibo Colson,R,196,BEL,,504,84,J0D2,,,Maximus Jones,R,185,THA,,354,137,6-4 6-4,3,R32,87,7,1,61,39,32,9,10,3,4,4,4,67,42,33,7,10,8,11
2026-2791,Nonthaburi 1,Hard,32,C,O,20260105,7,F0A3,,,Sergey Fomin,R,180,UZB,,340,145,TD55,,,Renta Tokuda,R,178,JPN,,322,157,7-5 3-6 7-5,3,R32,144,10,6,115,71,48,21,16,6,9,6,1,106,69,46,21,17,4,8
2026-2791,Nonthaburi 1,Hard,32,C,O,20260105,8,S0HR,,,Kasidit Samrej,R,191,THA,,416,112,S0C2,,,Hikaru Shiraishi,R,168,JPN,,424,110,6-3 6-4,3,R32,91,14,1,47,36,33,7,10,0,0,0,2,79,46,30,14,9,10,12
2026-2791,Nonthaburi 1,Hard,32,C,O,20260105,9,S0MN,,,Marat Sharipov,R,188,RUS,,286,184,M0SB,,,Koki Matsuda,R,183,JPN,,607,60,6-3 7-6(2),3,R32,87,7,3,70,31,25,22,11,1,3,1,0,63,33,17,18,10,3,6
2026-2791,Nonthaburi 1,Hard,32,C,O,20260105,10,S0AQ,,,Yuta Shimizu,L,163,JPN,,349,141,I0A6,,,Taisei Ichikawa,L,180,JPN,,888,25,3-6 7-6(3) 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2026-2791,Nonthaburi 1,Hard,32,C,O,20260105,11,W857,,,Tung-Lin Wu,R,188,TPE,,379,127,S0VO,,,Pawit Sornlaksup,R,183,THA,,675,50,6-1 6-1,3,R32,60,2,1,40,26,21,9,7,1,1,1,0,52,32,14,8,7,8,13
2026-2791,Nonthaburi 1,Hard,32,C,O,20260105,12,GA79,,,Lorenzo Giustino,R,180,ITA,,212,274,D0A2,,,Matthew Dellavedova,R,191,AUS,,517,81,6-4 6-2,3,R32,93,4,4,68,41,25,13,9,6,10,0,0,58,46,20,4,9,3,10
2026-2791,Nonthaburi 1,Hard,32,C,O,20260105,13,N09U,3,,Rio Noguchi,R,168,JPN,,227,247,S09P,,,Sanhui Shin,R,178,KOR,,357,136,6-1 6-4,3,R32,74,4,3,49,28,22,7,9,1,4,0,1,52,27,10,9,8,0,6
2026-2791,Nonthaburi 1,Hard,32,C,O,20260105,14,U120,5,,Kaichi Uchida,R,180,JPN,,251,216,DF92,,,Corentin Denolly,L,188,FRA,,386,124,6-2 5-7 6-3,3,R32,121,7,2,89,52,38,16,14,5,8,8,5,99,57,39,17,15,6,12
2026-2791,Nonthaburi 1,Hard,32,C,O,20260105,15,G09C,,,Marek Gengel,R,185,CZE,,415,112,M0NP,7,,Andres Martin,R,183,USA,,269,200,6-2 6-4,3,R32,77,4,3,48,30,27,10,9,0,0,2,2,70,43,27,14,9,10,13
2026-2791,Nonthaburi 1,Hard,32,C,O,20260105,16,SQ80,,,Akira Santillan,R,180,AUS,,314,162,TB70,,,Wishaya Trongcharoenchaikul,R,,THA,,788,35,6-3 4-6 6-2,3,R32,85,7,1,65,49,40,11,14,0,2,6,5,77,43,34,13,13,3,7
2026-2791,Nonthaburi 1,Hard,32,C,O,20260105,17,KH56,1,,Zdenek Kolar,R,183,CZE,,176,327,S0HR,,,Kasidit Samrej,R,191,THA,,416,112,7-5 6-4,3,R16,110,6,3,90,67,42,12,11,7,9,6,3,62,40,26,9,11,2,6
2026-2791,Nonthaburi 1,Hard,32,C,O,20260105,18,GA79,,,Lorenzo Giustino,R,180,ITA,,212,274,SQ80,,,Akira Santillan,R,180,AUS,,314,162,6-4 7-5,3,R16,95,5,1,71,41,27,19,11,3,4,10,7,71,43,30,11,11,5,8
2026-2791,Nonthaburi 1,Hard,32,C,O,20260105,19,N09U,3,,Rio Noguchi,R,168,JPN,,227,247,W857,,,Tung-Lin Wu,R,188,TPE,,379,127,3-6 6-2 6-4,3,R16,126,5,1,76,52,36,15,13,3,5,7,2,89,66,46,8,14,8,12
2026-2791,Nonthaburi 1,Hard,32,C,O,20260105,20,S0MN,,,Marat Sharipov,R,188,RUS,,286,184,U120,5,,Kaichi Uchida,R,180,JPN,,251,216,6-1 6-2,3,R16,44,8,0,40,26,23,9,8,0,0,2,1,39,18,13,7,7,0,4
2026-2791,Nonthaburi 1,Hard,32,C,O,20260105,21,S0WT,6,,Joel Schwaerzler,L,188,AUT,,254,213,B0BU,,,Florent Bax,R,185,FRA,,281,187,3-6 6-4 6-0,3,R16,128,7,5,91,54,38,17,13,12,15,13,6,89,44,35,15,12,5,10
2026-2791,Nonthaburi 1,Hard,32,C,O,20260105,22,C0I4,,,Tibo Colson,R,196,BEL,,504,84,SX90,8,,Fajing Sun,R,178,CHN,,274,196,7-6(5) 3-6 6-2,3,R16,145,19,4,86,55,45,14,14,2,4,2,2,115,81,52,20,15,11,14
2026-2791,Nonthaburi 1,Hard,32,C,O,20260105,23,F0A3,,,Sergey Fomin,R,180,UZB,,340,145,B0JJ,,,Robin Bertrand,R,178,FRA,,302,175,6-3 6-4,3,R16,81,2,3,59,39,27,13,10,2,3,2,2,53,36,24,7,9,0,3
2026-2791,Nonthaburi 1,Hard,32,C,O,20260105,24,G09C,,,Marek Gengel,R,185,CZE,,415,112,S0AQ,,,Yuta Shimizu,L,163,JPN,,349,141,3-6 6-1 6-4,3,R16,105,10,1,84,59,43,11,13,8,10,4,1,73,44,28,17,13,0,4
2026-2791,Nonthaburi 1,Hard,32,C,O,20260105,25,KH56,1,,Zdenek Kolar,R,183,CZE,,176,327,C0I4,,,Tibo Colson,R,196,BEL,,504,84,7-5 3-6 6-1,3,QF,,,,,,,,,,,,,,,,,,,
2026-2791,Nonthaburi 1,Hard,32,C,O,20260105,26,N09U,3,,Rio Noguchi,R,168,JPN,,227,247,S0MN,,,Marat Sharipov,R,188,RUS,,286,184,6-4 6-4,3,QF,81,4,2,61,41,32,10,10,4,5,10,1,61,44,29,5,10,4,7
2026-2791,Nonthaburi 1,Hard,32,C,O,20260105,27,G09C,,,Marek Gengel,R,185,CZE,,415,112,F0A3,,,Sergey Fomin,R,180,UZB,,340,145,6-1 6-4,3,QF,65,7,2,41,32,23,6,8,0,1,3,2,64,38,21,11,9,5,10
2026-2791,Nonthaburi 1,Hard,32,C,O,20260105,28,S0WT,6,,Joel Schwaerzler,L,188,AUT,,254,213,GA79,,,Lorenzo Giustino,R,180,ITA,,212,274,W/O,3,QF,,,,,,,,,,,,,,,,,,,
2026-2791,Nonthaburi 1,Hard,32,C,O,20260105,29,G09C,,,Marek Gengel,R,185,CZE,,415,112,KH56,1,,Zdenek Kolar,R,183,CZE,,176,327,6-2 7-5,3,SF,91,8,0,60,37,26,13,10,1,3,5,2,71,43,26,10,10,3,8
2026-2791,Nonthaburi 1,Hard,32,C,O,20260105,30,N09U,3,,Rio Noguchi,R,168,JPN,,227,247,S0WT,6,,Joel Schwaerzler,L,188,AUT,,254,213,6-2 6-2,3,SF,59,0,0,45,36,27,7,8,0,0,4,5,50,27,20,5,8,4,8
2026-2791,Nonthaburi 1,Hard,32,C,O,20260105,31,N09U,3,,Rio Noguchi,R,168,JPN,,227,247,G09C,,,Marek Gengel,R,185,CZE,,415,112,6-3 6-4,3,F,71,2,0,60,48,34,5,10,4,6,5,3,52,32,20,6,9,1,5
2026-2907,Nottingham 1,Hard,32,C,I,20260105,1,C0BH,2,,Clement Chidekh,R,180,FRA,,252,215,M0FA,,,Anton Matusevich,R,185,GBR,,575,66,6-7(3) 6-4 6-0,3,R32,117,10,1,84,61,49,12,14,1,2,8,3,99,66,42,14,14,5,10
2026-2907,Nottingham 1,Hard,32,C,I,20260105,2,S0TM,,,Toby Samuel,R,191,GBR,,261,204,O0BI,,,Carl Emil Overbeck,R,193,DEN,,524,78,6-2 6-4,3,R32,59,9,0,45,34,28,6,9,0,1,3,2,65,54,31,4,9,5,9
2026-2907,Nottingham 1,Hard,32,C,I,20260105,3,N731,,,Christoph Negritu,R,193,GER,,368,130,KC33,4,,Dimitar Kuzmanov,R,183,BUL,,262,204,6-4 1-6 7-5,3,R32,136,11,0,87,56,36,18,14,6,9,6,3,84,58,43,13,15,2,5
2026-2907,Nottingham 1,Hard,32,C,I,20260105,4,RC04,,,Alexander Ritschard,R,193,SUI,,496,86,P0K4,5,,Tiago Pereira,R,0,PRT,,265,202,7-6(5) 6-1,3,R32,72,4,1,52,30,26,12,9,2,4,2,3,66,40,26,8,10,3,8
2026-2907,Nottingham 1,Hard,32,C,I,20260105,5,KE64,7,,Stefan Kozlov,R,183,USA,,287,182,Z0AK,,,Tyler Zink,R,185,USA,,294,178,6-4 6-1,3,R32,71,2,1,39,21,19,13,8,0,0,2,1,66,48,30,6,9,7,11
2026-2907,Nottingham 1,Hard,32,C,I,20260105,6,G0IB,8,,Tom Gentzsch,R,191,GER,,289,181,B0LW,,,Mika Brunold,R,191,SUI,,345,143,6-7(9) 6-4 6-4,3,R32,168,3,2,123,90,60,19,16,9,11,5,1,110,68,45,25,16,2,6
2026-2907,Nottingham 1,Hard,32,C,I,20260105,7,BI23,,,Liam Broady,L,183,GBR,,303,174,MN20,,,Daniel Masur,R,183,GER,,518,80,6-3 4-6 6-3,3,R32,136,6,2,85,62,44,12,14,3,6,8,5,97,60,37,16,14,12,17
2026-2907,Nottingham 1,Hard,32,C,I,20260105,8,E0AC,,,Mathys Erhard,R,188,FRA,,328,155,S0GV,,,Robert Strombachs,R,191,LAT,,402,118,7-6(5) 3-6 7-6(5),3,R32,143,10,3,107,76,62,15,16,7,9,6,1,105,82,62,14,17,5,6
2026-2907,Nottingham 1,Hard,32,C,I,20260105,9,H0DC,,,Giles Hussey,L,185,GBR,,330,151,G0A0,,,Andrea Guerrieri,L,180,ITA,,511,83,6-4 6-4,3,R32,89,7,1,64,45,31,11,10,2,3,0,4,64,51,28,8,10,5,8
2026-2907,Nottingham 1,Hard,32,C,I,20260105,10,K0DB,,,Cannon Kingsley,R,191,USA,,537,75,S0TX,,,Henry Searle,L,193,GBR,,353,137,6-4 6-1,3,R32,70,3,1,57,45,30,7,9,3,4,1,0,48,29,20,6,8,2,6
2026-2907,Nottingham 1,Hard,32,C,I,20260105,11,M0ON,1,,Johannus Monday,L,198,GBR,,233,242,M0NJ,,,Lui Maxted,R,180,GBR,,492,87,4-6 7-6(5) 6-4,3,R32,142,17,2,94,60,51,18,16,2,3,20,1,98,71,54,17,16,4,5
2026-2907,Nottingham 1,Hard,32,C,I,20260105,12,G0AO,6,,Alastair Gray,R,193,GBR,,283,186,GB93,,,Norbert Gombos,R,193,SVK,,296,177,6-1 3-6 6-1,3,R32,95,11,3,74,51,38,13,12,4,5,3,1,66,43,25,11,11,5,9
2026-2907,Nottingham 1,Hard,32,C,I,20260105,13,BV21,,,Charles Broom,R,178,GBR,,315,161,W0AH,,,Harry Wendelken,R,178,GBR,,312,165,7-5 6-3,3,R32,86,12,0,59,44,32,8,10,4,5,8,7,60,26,20,14,11,1,5
2026-2907,Nottingham 1,Hard,32,C,I,20260105,14,J0A4,,,Paul Jubb,R,180,GBR,,376,127,S0BT,,,Adria Soriano Barrera,R,191,COL,,359,135,6-3 6-7(3) 7-6(4),3,R32,154,8,4,120,66,43,35,17,5,7,20,8,126,91,65,11,16,7,10
2026-2907,Nottingham 1,Hard,32,C,I,20260105,15,K0FY,,,Martin Krumich,R,188,CZE,,347,142,K0CJ,,,Sandro Kopp,R,185,AUT,,299,176,6-1 6-2,3,R32,59,5,0,35,28,24,5,7,1,1,3,4,55,41,19,6,8,5,10
2026-2907,Nottingham 1,Hard,32,C,I,20260105,16,K926,,,Mikhail Kukushkin,R,183,KAZ,,313,164,M0TO,,,Mae Malige,R,173,FRA,,437,106,6-3 6-0,3,R32,73,0,1,41,21,18,12,7,0,0,4,2,57,29,16,11,8,1,6
2026-2907,Nottingham 1,Hard,32,C,I,20260105,17,M0ON,1,,Johannus Monday,L,198,GBR,,233,242,H0DC,,,Giles Hussey,L,185,GBR,,330,151,6-1 6-2,3,R16,70,2,1,50,34,22,12,8,3,4,3,1,43,28,11,8,7,2,7
2026-2907,Nottingham 1,Hard,32,C,I,20260105,18,C0BH,2,,Clement Chidekh,R,180,FRA,,252,215,J0A4,,,Paul Jubb,R,180,GBR,,376,127,6-2 6-3,3,R16,75,3,2,60,37,26,12,9,5,7,3,1,49,29,14,8,8,2,7
2026-2907,Nottingham 1,Hard,32,C,I,20260105,19,S0TM,,,Toby Samuel,R,191,GBR,,261,204,BI23,,,Liam Broady,L,183,GBR,,303,174,6-3 6-3,3,R16,87,4,0,72,51,32,10,9,6,8,0,1,62,42,23,8,9,7,12
2026-2907,Nottingham 1,Hard,32,C,I,20260105,20,K0DB,,,Cannon Kingsley,R,191,USA,,537,75,G0AO,6,,Alastair Gray,R,193,GBR,,283,186,6-4 4-6 6-1,3,R16,123,8,1,113,81,51,17,14,11,14,12,6,80,51,36,9,13,4,9
2026-2907,Nottingham 1,Hard,32,C,I,20260105,21,KE64,7,,Stefan Kozlov,R,183,USA,,287,182,E0AC,,,Mathys Erhard,R,188,FRA,,328,155,6-2 6-4,3,R16,105,5,4,54,37,30,9,9,2,2,9,1,78,46,28,16,9,12,15
2026-2907,Nottingham 1,Hard,32,C,I,20260105,22,G0IB,8,,Tom Gentzsch,R,191,GER,,289,181,K0FY,,,Martin Krumich,R,188,CZE,,347,142,4-6 6-3 7-6(3),3,R16,147,14,2,97,74,57,8,16,3,6,5,1,104,79,55,9,15,7,10
2026-2907,Nottingham 1,Hard,32,C,I,20260105,23,BV21,,,Charles Broom,R,178,GBR,,315,161,RC04,,,Alexander Ritschard,R,193,SUI,,496,86,6-4 6-2,3,R16,76,4,2,60,35,29,12,9,2,2,1,5,55,34,22,8,9,2,5
2026-2907,Nottingham 1,Hard,32,C,I,20260105,24,K926,,,Mikhail Kukushkin,R,183,KAZ,,313,164,N731,,,Christoph Negritu,R,193,GER,,368,130,6-2 6-1,3,R16,81,4,0,51,26,21,13,7,3,3,3,1,57,32,19,8,8,6,11
2026-2907,Nottingham 1,Hard,32,C,I,20260105,25,M0ON,1,,Johannus Monday,L,198,GBR,,233,242,G0IB,8,,Tom Gentzsch,R,191,GER,,289,181,6-1 6-3,3,QF,60,4,0,40,25,21,11,8,0,0,5,1,45,31,20,2,8,0,4
2026-2907,Nottingham 1,Hard,32,C,I,20260105,26,C0BH,2,,Clement Chidekh,R,180,FRA,,252,215,BV21,,,Charles Broom,R,178,GBR,,315,161,6-3 6-2,3,QF,82,4,2,65,41,33,11,9,6,6,4,1,54,37,21,7,8,5,8
2026-2907,Nottingham 1,Hard,32,C,I,20260105,27,S0TM,,,Toby Samuel,R,191,GBR,,261,204,KE64,7,,Stefan Kozlov,R,183,USA,,287,182,7-6(1) 6-4,3,QF,89,6,2,71,57,44,6,11,3,4,1,1,66,46,31,11,11,2,4
2026-2907,Nottingham 1,Hard,32,C,I,20260105,28,K926,,,Mikhail Kukushkin,R,183,KAZ,,313,164,K0DB,,,Cannon Kingsley,R,191,USA,,537,75,6-2 7-5,3,QF,81,7,1,59,37,27,13,10,2,3,8,2,57,38,28,3,10,3,7
2026-2907,Nottingham 1,Hard,32,C,I,20260105,29,M0ON,1,,Johannus Monday,L,198,GBR,,233,242,K926,,,Mikhail Kukushkin,R,183,KAZ,,313,164,6-4 6-2,3,SF,85,7,2,60,44,33,9,9,5,5,4,0,57,40,23,9,9,0,3
2026-2907,Nottingham 1,Hard,32,C,I,20260105,30,C0BH,2,,Clement Chidekh,R,180,FRA,,252,215,S0TM,,,Toby Samuel,R,191,GBR,,261,204,6-3 5-7 6-3,3,SF,130,8,2,80,46,36,22,15,5,7,17,3,111,90,53,11,15,14,18
2026-2907,Nottingham 1,Hard,32,C,I,20260105,31,C0BH,2,,Clement Chidekh,R,180,FRA,,252,215,M0ON,1,,Johannus Monday,L,198,GBR,,233,242,5-7 6-2 7-6(5),3,F,166,4,2,104,67,51,19,16,1,3,7,1,118,78,56,18,16,7,10
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,1,N09U,1,,Rio Noguchi,R,168,JPN,,246,222,S0KT,,,Stefanos Sakellaridis,R,198,GRE,,282,187,6-4 6-2,3,R32,102,1,0,58,40,28,11,9,3,3,9,2,77,38,26,15,9,5,8
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,2,S0GR,2,,Timofey Skatov,R,173,KAZ,,195,302,A0CJ,,,Duje Ajdukovic,R,188,CRO,,331,153,6-3 3-6 6-4,3,R32,139,5,2,81,44,34,17,14,0,3,8,2,95,53,39,15,14,4,8
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,3,Z0CQ,3,,Yi Zhou,R,193,CHN,,244,224,O0AD,,,Neil Oberleitner,R,191,AUT,,425,109,6-3 6-1,3,R32,60,6,1,50,37,26,8,8,0,0,4,0,45,25,13,11,8,4,8
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,4,M0E1,4,,Daniel Michalski,R,180,POL,,260,207,S0AQ,,,Yuta Shimizu,L,163,JPN,,340,145,6-2 2-6 6-3,3,R32,110,2,1,72,54,35,12,12,6,8,2,1,88,55,33,16,13,6,10
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,5,U134,,,Yasutaka Uchiyama,R,183,JPN,,307,167,M0NP,7,,Andres Martin,R,183,USA,,270,200,6-3 6-1,3,R32,57,3,1,46,25,23,12,8,0,0,2,0,39,28,15,5,8,1,5
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,6,B0LQ,,,Petr Bar Biryukov,L,196,RUS,,328,156,MW76,,,Matteo Martineau,R,183,FRA,,277,193,5-7 6-3 7-6(2),3,R32,148,6,3,92,56,45,26,17,3,5,7,10,105,61,48,22,16,5,7
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,7,B0BU,,,Florent Bax,R,185,FRA,,288,183,I0B0,,,Andre Ilagan,L,173,USA,,352,137,6-4 7-6(3),3,R32,117,10,2,82,47,43,12,11,8,9,2,4,83,53,32,17,11,10,12
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,8,G09C,,,Marek Gengel,R,185,CZE,,351,137,TD55,,,Renta Tokuda,R,178,JPN,,324,157,6-7(3) 6-0 6-4,3,R32,115,12,1,83,50,39,14,14,2,5,0,2,88,50,25,19,14,3,10
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,9,LI10,,,Christian Langmo,R,191,USA,,347,141,C0AJ,,,Jie Cui,R,183,CHN,,417,112,7-6(5) 6-2,3,R32,107,13,3,55,45,41,5,10,3,3,1,3,79,49,32,15,10,4,6
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,10,M0EA,,,Pol Martin Tiffon,R,183,ESP,,373,127,H0BF,,,Philip Henning,R,180,RSA,,326,156,4-6 7-5 2-0 RET,3,R32,114,12,4,84,56,39,11,12,8,12,5,3,79,50,29,15,12,9,14
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,11,S0HR,,,Kasidit Samrej,R,191,THA,,413,114,T0BW,,,James Trotter,R,183,JPN,,301,173,4-6 6-3 6-4,3,R32,142,12,3,91,68,52,13,15,6,7,12,5,98,59,39,23,14,5,7
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,12,S0MN,,,Marat Sharipov,R,188,RUS,,303,170,CH27,,,Hyeon Chung,R,188,KOR,,423,109,6-3 6-2,3,R32,76,11,3,47,31,25,8,9,2,4,1,4,66,42,21,11,8,9,14
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,13,U120,5,,Kaichi Uchida,R,180,JPN,,249,218,B0JJ,,,Robin Bertrand,R,178,FRA,,298,176,3-6 7-5 6-1,3,R32,134,12,5,99,60,45,17,14,10,12,6,6,89,47,36,17,14,7,11
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,14,J0D2,,,Maximus Jones,R,185,THA,,378,126,S0WT,6,,Joel Schwaerzler,L,188,AUT,,241,225,1-6 6-3 6-0,3,R32,92,6,3,73,41,30,15,11,5,7,7,3,76,48,32,11,11,6,10
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,15,Z09Z,,,Beibit Zhukayev,R,198,KAZ,,265,201,SX90,8,,Fajing Sun,R,178,CHN,,268,200,6-4 6-1,3,R32,81,8,6,63,33,24,17,9,8,9,1,0,50,21,14,12,8,5,9
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,16,N897,,,Sumit Nagal,R,178,IND,,279,190,TB70,,,Wishaya Trongcharoenchaikul,R,,THA,,786,35,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,17,N09U,1,,Rio Noguchi,R,168,JPN,,246,222,N897,,,Sumit Nagal,R,178,IND,,279,190,2-2 RET,3,R16,24,1,1,11,6,5,1,2,1,2,1,1,15,7,5,3,2,0,1
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,18,S0GR,2,,Timofey Skatov,R,173,KAZ,,195,302,S0HR,,,Kasidit Samrej,R,191,THA,,413,114,6-4 6-2,3,R16,74,5,1,44,28,22,12,9,0,1,6,2,52,39,24,6,9,2,6
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,19,Z0CQ,3,,Yi Zhou,R,193,CHN,,244,224,LI10,,,Christian Langmo,R,191,USA,,347,141,6-3 6-4,3,R16,69,8,0,44,29,25,15,10,0,0,8,2,56,44,32,4,9,5,7
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,20,S0MN,,,Marat Sharipov,R,188,RUS,,303,170,M0E1,4,,Daniel Michalski,R,180,POL,,260,207,6-4 6-3,3,R16,72,6,1,52,28,21,17,10,1,2,2,0,55,35,21,11,9,1,4
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,21,M0EA,,,Pol Martin Tiffon,R,183,ESP,,373,127,U120,5,,Kaichi Uchida,R,180,JPN,,249,218,6-3 6-3,3,R16,65,6,1,55,31,26,13,9,0,0,2,4,51,26,19,11,9,5,8
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,22,B0BU,,,Florent Bax,R,185,FRA,,288,183,Z09Z,,,Beibit Zhukayev,R,198,KAZ,,265,201,6-2 6-4,3,R16,91,8,2,60,31,23,20,9,4,4,12,5,62,40,28,9,9,6,9
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,23,G09C,,,Marek Gengel,R,185,CZE,,351,137,U134,,,Yasutaka Uchiyama,R,183,JPN,,307,167,6-4 7-5,3,R16,92,2,2,61,36,30,16,11,1,1,8,2,78,45,31,18,11,9,11
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,24,J0D2,,,Maximus Jones,R,185,THA,,378,126,B0LQ,,,Petr Bar Biryukov,L,196,RUS,,328,156,6-2 3-0 RET,3,R16,48,4,1,37,21,16,11,6,3,3,3,2,33,21,13,3,5,3,6
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,25,N09U,1,,Rio Noguchi,R,168,JPN,,246,222,G09C,,,Marek Gengel,R,185,CZE,,351,137,4-6 7-6(3) 7-5,3,QF,174,4,4,109,62,42,21,17,2,8,7,2,130,86,51,21,17,7,13
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,26,S0GR,2,,Timofey Skatov,R,173,KAZ,,195,302,B0BU,,,Florent Bax,R,185,FRA,,288,183,6-2 6-4,3,QF,80,3,0,41,24,22,14,9,0,0,2,6,64,40,29,9,9,2,5
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,27,J0D2,,,Maximus Jones,R,185,THA,,378,126,Z0CQ,3,,Yi Zhou,R,193,CHN,,244,224,4-6 7-6(4) 6-4,3,QF,151,8,6,102,69,57,15,16,5,6,14,3,101,67,53,18,16,4,5
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,28,M0EA,,,Pol Martin Tiffon,R,183,ESP,,373,127,S0MN,,,Marat Sharipov,R,188,RUS,,303,170,2-6 6-2 7-6(13),3,QF,136,10,8,114,68,49,24,14,9,11,17,2,93,56,46,18,14,1,3
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,29,J0D2,,,Maximus Jones,R,185,THA,,378,126,N09U,1,,Rio Noguchi,R,168,JPN,,246,222,4-6 6-1 6-2,3,SF,144,7,1,89,52,35,19,13,11,15,2,4,88,55,31,12,12,9,16
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,30,M0EA,,,Pol Martin Tiffon,R,183,ESP,,373,127,S0GR,2,,Timofey Skatov,R,173,KAZ,,195,302,6-2 6-4,3,SF,83,4,2,48,31,26,10,9,0,0,4,2,51,28,17,13,9,1,4
2026-2795,Nonthaburi 2,Hard,32,C,O,20260112,31,M0EA,,,Pol Martin Tiffon,R,183,ESP,,373,127,J0D2,,,Maximus Jones,R,185,THA,,378,126,6-4 3-6 6-4,3,F,131,4,4,78,37,29,22,14,2,5,9,0,91,60,40,14,15,4,8
2026-1210,Buenos Aires,Clay,32,C,O,20260112,1,RH59,1,,Santiago Rodriguez Taverna,R,191,ARG,,227,250,B0C0,,,Gabi Adrian Boitan,R,185,ROU,,325,157,5-7 7-5 1-0 RET,3,R32,,,,,,,,,,,,,,,,,,,
2026-1210,Buenos Aires,Clay,32,C,O,20260112,2,M0OH,2,,Lautaro Midon,R,180,ARG,,234,243,LA54,,,Wilson Leite,R,178,BRA,,813,33,6-2 3-6 6-2,3,R32,159,9,3,80,45,28,20,12,9,13,1,2,100,56,32,16,13,10,17
2026-1210,Buenos Aires,Clay,32,C,O,20260112,3,CC66,3,,Andrea Collarini,L,183,ARG,,240,228,A0IK,,,Luciano Emanuel Ambrogi,R,188,ARG,,435,107,6-4 6-1,3,R32,93,0,3,57,34,22,15,9,3,4,1,6,54,32,17,11,8,3,7
2026-1210,Buenos Aires,Clay,32,C,O,20260112,4,DC48,4,,Murkel Dellien,R,193,BOL,,251,218,A0JW,,,Joaquin Aguilar Cardozo,R,168,URY,,597,62,6-3 2-6 6-4,3,R32,144,3,2,82,45,27,21,14,2,6,1,1,92,66,42,12,13,7,11
2026-1210,Buenos Aires,Clay,32,C,O,20260112,5,SG56,,,Daniel Dutra da Silva,L,,BRA,,339,146,KC29,6,,Nicolas Kicker,R,178,ARG,,257,210,6-3 6-4,3,R32,107,5,1,63,41,32,12,10,2,2,1,2,63,35,24,13,9,2,4
2026-1210,Buenos Aires,Clay,32,C,O,20260112,6,B0FI,7,,Pedro Boscardin Dias,R,180,BRA,,275,197,A0G7,,,Valerio Aboian,L,183,ARG,,523,78,7-6(4) 7-6(6),3,R32,156,2,4,81,50,36,18,12,1,3,6,5,93,54,40,19,12,8,10
2026-1210,Buenos Aires,Clay,32,C,O,20260112,7,AA27,,,Franco Agamenone,R,191,ITA,,335,149,K0HN,,,Bruno Kuzuhara,R,175,USA,,531,77,6-2 6-3,3,R32,78,2,0,47,33,26,8,8,2,2,0,6,53,30,20,9,9,4,8
